age,salary,experience_years,working_hours_per_week,performance_score,projects_completed,overtime_hours,distance_from_home_km,training_hours,absent_days,gender,education_level,job_role,department,city,company_type,work_mode,marital_status,has_certifications,promotion,job_satisfaction
21.0,14145.0,0.0,31.0,1.08,11.0,17.0,37.5,140.0,,Female,High School,Sales,IT,Tanta,Startup,Remote,Married,1.0,0,High
47.0,24192.0,3.0,22.0,2.41,32.0,0.0,36.0,158.0,4.0,Female,Master,,Marketing,Aswan,SME,Remote,Single,0.0,0,
50.0,21839.0,,37.0,3.55,40.0,4.0,28.7,21.0,3.0,Male,PhD,Manager,Finance,Aswan,,Remote,Married,0.0,1,
,30410.0,7.0,40.0,,26.0,11.0,32.6,14.0,24.0,Female,Bachelor,Sales,IT,Mansoura,Startup,Hybrid,Single,,0,Low
,14447.0,4.0,54.0,4.71,48.0,29.0,35.2,78.0,21.0,Female,Bachelor,,IT,,SME,Hybrid,Married,1.0,1,Medium
54.0,24033.0,8.0,56.0,3.56,12.0,25.0,28.1,46.0,4.0,Female,Bachelor,Sales,Finance,Cairo,Enterprise,Onsite,,,1,Medium
36.0,,0.0,38.0,3.59,45.0,24.0,42.4,35.0,28.0,Male,PhD,,Operations,Cairo,Enterprise,Onsite,Married,0.0,0,High
64.0,33358.0,29.0,44.0,2.5,10.0,4.0,2.8,95.0,19.0,Male,,Sales,HR,Alexandria,Startup,Hybrid,Single,0.0,0,High
45.0,16907.0,6.0,37.0,1.15,,0.0,47.1,,20.0,Female,High School,Designer,HR,Tanta,Enterprise,Onsite,Married,1.0,0,Medium
57.0,24637.0,21.0,59.0,3.95,35.0,,38.9,24.0,2.0,Male,Bachelor,Data Scientist,Marketing,Cairo,Startup,Onsite,Married,1.0,1,Medium
37.0,25369.0,19.0,49.0,3.86,40.0,19.0,26.9,52.0,23.0,Male,High School,Manager,Marketing,Aswan,Enterprise,Onsite,Married,0.0,0,High
50.0,32481.0,28.0,53.0,3.12,49.0,4.0,43.2,85.0,24.0,Female,Master,,Marketing,Tanta,Enterprise,Hybrid,Single,1.0,0,High
29.0,34681.0,26.0,29.0,2.67,3.0,17.0,41.6,194.0,0.0,Female,Bachelor,Sales,AI,Alexandria,Enterprise,Hybrid,Married,,0,Low
32.0,,24.0,41.0,3.15,43.0,2.0,21.6,168.0,27.0,Male,Master,Sales,Marketing,Alexandria,SME,Remote,Married,0.0,0,High
58.0,,34.0,,3.99,,21.0,42.2,115.0,14.0,Female,Master,Engineer,HR,Cairo,SME,Hybrid,Married,1.0,1,Low
56.0,6034.0,26.0,22.0,3.85,17.0,21.0,10.2,28.0,20.0,Male,PhD,HR,,Tanta,Enterprise,,Single,0.0,0,High
19.0,3169.0,10.0,47.0,3.63,27.0,25.0,24.0,168.0,15.0,Male,Bachelor,Designer,Operations,Mansoura,Enterprise,Hybrid,Single,1.0,0,High
46.0,29913.0,16.0,41.0,4.62,5.0,0.0,12.4,67.0,10.0,Male,,HR,Finance,Aswan,SME,Remote,,0.0,1,High
58.0,6239.0,30.0,31.0,3.44,42.0,9.0,7.1,53.0,5.0,Male,Master,Manager,AI,Alexandria,,Remote,Married,0.0,0,Medium
27.0,6415.0,17.0,32.0,1.06,4.0,23.0,44.8,167.0,18.0,Male,High School,HR,IT,Mansoura,SME,Onsite,Single,,0,Low
19.0,,18.0,52.0,3.47,,26.0,19.0,148.0,18.0,Female,PhD,,HR,Cairo,Startup,Onsite,Single,1.0,0,Low
28.0,14408.0,37.0,38.0,3.45,10.0,21.0,34.5,94.0,5.0,Female,PhD,Designer,Marketing,Mansoura,Enterprise,Hybrid,Single,0.0,0,Low
30.0,6484.0,28.0,36.0,1.28,4.0,18.0,19.4,97.0,28.0,Male,PhD,HR,Operations,Giza,Enterprise,Hybrid,Married,0.0,0,Medium
27.0,,14.0,53.0,2.71,8.0,17.0,27.7,144.0,23.0,Male,PhD,Engineer,Finance,,Enterprise,Remote,Married,1.0,0,Medium
31.0,17923.0,6.0,23.0,3.6,22.0,14.0,18.1,116.0,17.0,Male,Master,Designer,Operations,Tanta,Enterprise,Onsite,Single,0.0,0,Low
35.0,23936.0,36.0,58.0,3.82,10.0,,37.4,89.0,,Female,High School,Engineer,AI,Cairo,Startup,,Married,1.0,1,High
,22410.0,36.0,27.0,4.57,14.0,24.0,39.5,88.0,9.0,Female,Master,Engineer,HR,Cairo,Enterprise,Remote,Single,0.0,1,Low
56.0,32997.0,6.0,52.0,4.37,24.0,10.0,22.1,3.0,22.0,,High School,Designer,HR,Cairo,Enterprise,,Single,1.0,1,Low
45.0,39733.0,21.0,20.0,1.47,16.0,23.0,43.1,59.0,11.0,,High School,Manager,Operations,Cairo,SME,Remote,Single,0.0,0,High
,24863.0,11.0,24.0,3.44,49.0,29.0,18.4,102.0,16.0,Male,PhD,,Operations,Tanta,Startup,Onsite,Married,0.0,0,Medium
37.0,8380.0,7.0,51.0,3.39,25.0,2.0,38.4,165.0,0.0,Female,Master,Data Scientist,Marketing,Tanta,Enterprise,Remote,Single,0.0,0,
23.0,23710.0,17.0,59.0,2.21,13.0,6.0,32.9,193.0,14.0,Female,High School,Manager,HR,Mansoura,Startup,Hybrid,Single,0.0,0,Low
44.0,18285.0,27.0,,1.74,38.0,6.0,23.3,,28.0,Female,Master,Sales,IT,Tanta,Enterprise,Remote,Single,,0,High
19.0,30260.0,,54.0,1.8,47.0,11.0,44.6,194.0,11.0,,Master,,AI,Cairo,Startup,Remote,Married,0.0,0,Medium
46.0,35879.0,30.0,41.0,1.71,8.0,0.0,29.0,156.0,17.0,Male,PhD,Sales,Operations,Mansoura,SME,Onsite,Married,0.0,0,High
55.0,19143.0,16.0,48.0,4.23,26.0,21.0,42.2,155.0,24.0,Male,PhD,Manager,HR,,Startup,Onsite,Single,1.0,1,High
,10413.0,,36.0,1.59,34.0,2.0,36.9,187.0,4.0,Female,Master,Manager,Marketing,Aswan,Startup,,Single,0.0,0,
33.0,34578.0,10.0,49.0,2.06,26.0,13.0,27.1,101.0,0.0,Male,PhD,Designer,Marketing,Mansoura,Enterprise,Onsite,Single,1.0,0,High
47.0,17726.0,14.0,54.0,1.87,15.0,25.0,17.0,90.0,5.0,,Master,,Operations,Aswan,,Hybrid,Married,1.0,0,
57.0,30015.0,29.0,,3.85,21.0,,47.6,6.0,1.0,Female,Bachelor,,Marketing,Mansoura,Startup,Remote,Married,1.0,1,Low
19.0,8983.0,30.0,23.0,1.63,29.0,20.0,3.8,148.0,,Male,Master,Designer,HR,Mansoura,,Remote,Single,1.0,0,Medium
34.0,22178.0,5.0,28.0,,,28.0,44.8,37.0,29.0,Female,High School,Sales,IT,Tanta,Enterprise,Hybrid,Married,0.0,0,Medium
58.0,29990.0,11.0,51.0,2.5,38.0,21.0,25.8,115.0,10.0,Female,Master,Data Scientist,AI,Alexandria,Startup,Onsite,Married,1.0,0,High
29.0,13321.0,22.0,24.0,2.22,38.0,8.0,37.7,43.0,8.0,Male,PhD,Manager,HR,Cairo,SME,Onsite,Single,1.0,0,
52.0,39366.0,38.0,33.0,2.59,32.0,12.0,17.4,51.0,11.0,Female,PhD,Sales,AI,Aswan,Enterprise,Onsite,Married,0.0,0,Low
60.0,37294.0,39.0,45.0,4.02,39.0,4.0,19.8,98.0,13.0,Female,High School,Sales,Finance,Mansoura,Startup,Onsite,Married,0.0,0,Low
18.0,37737.0,35.0,42.0,1.05,0.0,2.0,10.3,92.0,6.0,Female,PhD,,HR,Alexandria,,Remote,Married,1.0,0,High
62.0,20886.0,34.0,41.0,1.15,11.0,16.0,47.8,50.0,16.0,Male,High School,Designer,Operations,Mansoura,SME,Remote,Single,0.0,0,High
32.0,25791.0,2.0,46.0,2.02,16.0,27.0,,150.0,19.0,Female,PhD,,,Cairo,Enterprise,Remote,Single,0.0,0,High
,11301.0,27.0,44.0,4.56,24.0,18.0,20.0,68.0,25.0,Female,High School,Data Scientist,AI,Mansoura,SME,Remote,Single,1.0,1,High
54.0,38122.0,14.0,55.0,1.68,28.0,3.0,17.4,13.0,26.0,Male,Bachelor,Sales,Operations,Aswan,SME,Remote,Married,1.0,0,Medium
38.0,35993.0,12.0,23.0,4.99,41.0,9.0,40.8,14.0,0.0,,,Data Scientist,Finance,Cairo,Enterprise,Onsite,Married,0.0,1,Medium
48.0,38779.0,,51.0,4.22,27.0,29.0,25.6,142.0,6.0,Male,PhD,Data Scientist,IT,Cairo,SME,Hybrid,Single,1.0,1,Medium
42.0,39894.0,39.0,28.0,2.82,,22.0,9.3,125.0,,Male,PhD,HR,Finance,Tanta,SME,Remote,Single,0.0,0,Low
40.0,36381.0,17.0,21.0,3.99,40.0,4.0,25.9,123.0,4.0,Male,Master,Manager,IT,Cairo,Enterprise,Onsite,Single,1.0,1,High
41.0,17082.0,30.0,58.0,3.08,9.0,18.0,12.6,162.0,8.0,Male,High School,Designer,Finance,Cairo,Enterprise,Hybrid,Married,1.0,0,Medium
,8458.0,36.0,44.0,3.26,10.0,8.0,1.8,10.0,,Male,Bachelor,,HR,Mansoura,,Hybrid,Married,1.0,0,Low
45.0,25300.0,20.0,29.0,3.32,,28.0,,36.0,27.0,Female,Master,Designer,,Tanta,SME,Onsite,Single,0.0,0,Low
38.0,5699.0,38.0,,3.59,29.0,25.0,18.7,,29.0,Male,PhD,Sales,HR,,Enterprise,Onsite,Single,0.0,0,Medium
60.0,,4.0,,1.24,48.0,21.0,12.7,113.0,3.0,Male,,Engineer,Finance,Giza,Startup,Hybrid,Single,0.0,0,High
35.0,4019.0,16.0,59.0,3.47,6.0,20.0,9.4,148.0,0.0,Female,High School,HR,AI,Cairo,,Onsite,Married,0.0,0,Medium
53.0,35471.0,18.0,48.0,3.87,4.0,15.0,23.2,142.0,19.0,Female,Master,Manager,Operations,Mansoura,Enterprise,Hybrid,Single,1.0,1,Medium
52.0,23270.0,3.0,,2.24,27.0,22.0,43.6,44.0,7.0,Male,Master,Data Scientist,,Giza,Enterprise,Remote,Single,0.0,0,High
62.0,25615.0,25.0,24.0,4.91,19.0,28.0,38.1,75.0,0.0,Male,Bachelor,HR,IT,Tanta,Startup,Remote,Single,1.0,1,Low
26.0,,23.0,33.0,1.58,31.0,11.0,1.2,7.0,9.0,Male,High School,Manager,Finance,Giza,Startup,Onsite,Single,1.0,0,Low
55.0,9729.0,38.0,52.0,4.64,11.0,25.0,36.8,23.0,6.0,Male,PhD,Engineer,AI,Mansoura,SME,Hybrid,Single,1.0,1,Low
47.0,14171.0,37.0,46.0,3.71,4.0,16.0,4.6,31.0,5.0,Female,High School,HR,HR,Alexandria,Enterprise,Hybrid,Single,1.0,0,Medium
61.0,16947.0,18.0,24.0,3.66,29.0,7.0,27.9,70.0,26.0,Female,High School,HR,HR,Alexandria,Enterprise,Onsite,,0.0,0,Medium
51.0,37725.0,29.0,34.0,4.5,32.0,22.0,39.2,24.0,27.0,Male,PhD,Engineer,Finance,Mansoura,Enterprise,,Married,1.0,1,Low
49.0,22450.0,25.0,22.0,4.33,,12.0,,112.0,2.0,Male,Bachelor,Designer,Marketing,Aswan,Enterprise,Remote,Married,0.0,1,High
20.0,16300.0,10.0,20.0,2.38,38.0,20.0,19.5,173.0,9.0,Male,Master,HR,Operations,Giza,Enterprise,Remote,Married,1.0,0,Low
20.0,22064.0,,43.0,3.82,26.0,,,,6.0,Female,Bachelor,Data Scientist,IT,Mansoura,Enterprise,Onsite,Single,,1,Medium
45.0,7441.0,2.0,31.0,1.2,11.0,14.0,2.4,125.0,28.0,Female,PhD,HR,AI,Tanta,Startup,Remote,Single,0.0,0,Low
61.0,22332.0,21.0,33.0,2.86,1.0,8.0,6.2,94.0,7.0,Female,Bachelor,Data Scientist,Finance,Tanta,SME,Onsite,Married,1.0,0,High
32.0,23115.0,16.0,39.0,,29.0,0.0,,126.0,1.0,Male,Bachelor,HR,Marketing,Tanta,SME,,Married,0.0,0,Low
58.0,36869.0,,33.0,2.1,40.0,,44.4,137.0,,Male,Bachelor,Data Scientist,AI,Cairo,Enterprise,Onsite,Single,0.0,0,High
40.0,24868.0,38.0,33.0,1.2,4.0,26.0,19.3,106.0,9.0,Male,Bachelor,HR,Finance,Cairo,Startup,Hybrid,,0.0,0,High
57.0,,26.0,54.0,3.33,36.0,,,177.0,27.0,Male,Master,Engineer,Marketing,Aswan,Startup,Hybrid,Married,1.0,0,Low
28.0,16615.0,28.0,38.0,2.42,13.0,14.0,9.1,183.0,21.0,Female,PhD,Designer,,Mansoura,,Onsite,Married,1.0,0,Medium
49.0,17732.0,11.0,39.0,2.52,25.0,28.0,44.3,199.0,13.0,Female,PhD,Sales,AI,Alexandria,Enterprise,Remote,,0.0,0,High
53.0,28367.0,12.0,42.0,3.33,49.0,10.0,24.0,,4.0,Female,Master,Designer,IT,Aswan,Enterprise,,Single,0.0,0,Medium
50.0,3981.0,10.0,53.0,3.49,7.0,28.0,28.6,8.0,26.0,Male,PhD,Sales,Operations,Mansoura,Startup,Remote,Single,1.0,0,Medium
41.0,24554.0,30.0,20.0,2.75,30.0,8.0,6.8,105.0,12.0,Male,Master,Engineer,Finance,Mansoura,Enterprise,Onsite,,0.0,0,Low
56.0,28319.0,10.0,23.0,3.03,2.0,,31.1,47.0,9.0,Female,High School,Manager,HR,Tanta,,Hybrid,Married,,0,Low
51.0,19130.0,35.0,59.0,,27.0,21.0,35.1,153.0,20.0,Male,PhD,Sales,Operations,,Startup,Hybrid,Married,0.0,0,High
45.0,21815.0,1.0,36.0,4.83,13.0,25.0,15.4,,22.0,Female,Bachelor,Manager,Marketing,Tanta,Enterprise,Hybrid,Married,1.0,1,Low
54.0,11566.0,22.0,45.0,3.83,10.0,17.0,44.9,185.0,19.0,Male,High School,Manager,Finance,Alexandria,SME,,Married,1.0,1,Low
24.0,29329.0,35.0,,1.65,28.0,24.0,11.0,44.0,11.0,Male,Bachelor,Designer,Marketing,Aswan,SME,Onsite,Single,1.0,0,High
21.0,9349.0,13.0,51.0,2.44,39.0,20.0,45.0,17.0,9.0,Male,Master,Designer,Operations,Tanta,Startup,Onsite,Married,1.0,0,Low
54.0,13728.0,36.0,55.0,4.53,11.0,23.0,35.5,58.0,0.0,Female,High School,Sales,AI,Alexandria,Enterprise,Remote,Married,1.0,1,Medium
18.0,21375.0,26.0,39.0,2.69,42.0,17.0,41.7,184.0,20.0,Female,Bachelor,Manager,Operations,Tanta,Startup,Onsite,Married,0.0,0,High
18.0,24814.0,11.0,35.0,4.82,8.0,26.0,35.3,194.0,26.0,Male,PhD,Engineer,Finance,Alexandria,Startup,Hybrid,Married,1.0,1,High
64.0,39214.0,28.0,38.0,2.95,35.0,23.0,22.0,155.0,6.0,Male,High School,HR,Operations,Alexandria,Startup,Onsite,Single,1.0,0,
,24545.0,5.0,58.0,4.45,18.0,27.0,17.2,80.0,9.0,Female,PhD,Designer,HR,Mansoura,Enterprise,,Married,0.0,1,High
36.0,21953.0,22.0,43.0,1.14,6.0,,37.0,14.0,16.0,Female,PhD,Data Scientist,AI,Giza,Enterprise,Remote,Single,1.0,0,Low
,5872.0,9.0,33.0,2.74,16.0,2.0,15.6,162.0,29.0,Female,Master,Engineer,AI,Tanta,Enterprise,Remote,Married,0.0,0,High
27.0,12368.0,33.0,48.0,3.8,47.0,12.0,4.0,169.0,4.0,Male,High School,Engineer,HR,Cairo,SME,Hybrid,Single,,1,Medium
35.0,37103.0,11.0,33.0,4.45,22.0,5.0,13.1,152.0,15.0,Female,Master,Sales,Marketing,Tanta,Startup,Onsite,Married,0.0,0,Low
,,31.0,30.0,3.44,11.0,5.0,38.0,140.0,0.0,,Master,HR,Finance,Tanta,SME,Remote,Single,1.0,0,Low
,32269.0,25.0,30.0,1.69,6.0,10.0,39.9,65.0,,Female,PhD,Data Scientist,HR,Giza,SME,Onsite,,1.0,0,
60.0,,6.0,59.0,4.54,24.0,23.0,14.6,98.0,12.0,Female,Master,Data Scientist,Operations,Aswan,SME,Onsite,Single,1.0,1,Low
64.0,16423.0,,43.0,3.3,13.0,22.0,17.1,56.0,22.0,Female,Master,HR,AI,Cairo,Startup,Hybrid,Married,1.0,0,Low
48.0,4987.0,32.0,,1.43,30.0,8.0,27.9,60.0,16.0,Female,PhD,Data Scientist,IT,Giza,Startup,Remote,Single,0.0,0,Medium
44.0,21369.0,17.0,40.0,2.86,24.0,16.0,13.8,85.0,24.0,Female,PhD,Designer,AI,Cairo,SME,Onsite,Single,0.0,0,Medium
28.0,30868.0,34.0,25.0,3.8,10.0,23.0,30.7,84.0,27.0,Female,Bachelor,Data Scientist,Marketing,Giza,SME,Remote,Married,0.0,0,Low
55.0,14434.0,19.0,33.0,2.8,10.0,16.0,14.8,138.0,9.0,Male,Master,Engineer,HR,Cairo,Startup,Onsite,Married,1.0,0,High
22.0,17548.0,30.0,28.0,4.48,6.0,8.0,6.9,112.0,18.0,Male,Bachelor,HR,Finance,Alexandria,SME,Onsite,Married,1.0,1,Medium
25.0,19636.0,4.0,54.0,2.69,42.0,26.0,8.6,116.0,9.0,Male,Master,Sales,Operations,Alexandria,Enterprise,Hybrid,Married,,0,
51.0,35383.0,31.0,55.0,3.33,2.0,25.0,13.3,56.0,17.0,Male,Master,Designer,Operations,,Startup,Onsite,Married,1.0,0,High
,20007.0,18.0,44.0,1.84,14.0,18.0,9.2,170.0,7.0,Male,PhD,Manager,Operations,Tanta,,Hybrid,Married,1.0,0,Low
55.0,38924.0,0.0,34.0,3.05,2.0,2.0,48.7,112.0,15.0,Female,Bachelor,Data Scientist,Marketing,Tanta,Enterprise,Hybrid,Single,0.0,0,High
18.0,,6.0,47.0,1.89,40.0,27.0,33.3,174.0,19.0,Male,High School,Designer,Marketing,Mansoura,Startup,Hybrid,Married,0.0,0,High
48.0,14328.0,21.0,33.0,1.9,16.0,27.0,9.8,41.0,2.0,Male,High School,Sales,AI,Tanta,Enterprise,Onsite,,0.0,0,Low
,6389.0,33.0,32.0,2.12,48.0,13.0,21.8,131.0,11.0,Female,Bachelor,Manager,Operations,Aswan,Startup,Hybrid,Single,1.0,0,Low
62.0,12458.0,9.0,50.0,,43.0,14.0,14.2,189.0,5.0,Male,Bachelor,Engineer,Marketing,Aswan,Startup,Hybrid,Single,,0,Low
22.0,5945.0,25.0,24.0,1.65,6.0,18.0,34.5,152.0,,Male,PhD,Data Scientist,,Aswan,Startup,Hybrid,Single,0.0,0,Low
47.0,12352.0,31.0,38.0,2.7,10.0,0.0,43.5,33.0,16.0,Male,Bachelor,Data Scientist,HR,Cairo,Enterprise,,Single,1.0,0,Medium
41.0,13486.0,26.0,27.0,1.52,45.0,22.0,20.6,55.0,16.0,,Bachelor,Sales,AI,Giza,SME,Hybrid,Single,0.0,0,High
20.0,,,32.0,1.53,19.0,27.0,22.0,68.0,15.0,Male,PhD,Designer,Operations,Aswan,SME,Hybrid,Married,1.0,0,Low
28.0,39527.0,39.0,36.0,,0.0,3.0,20.5,40.0,15.0,,,HR,Finance,Aswan,,Onsite,Married,1.0,0,High
62.0,8112.0,22.0,51.0,2.71,31.0,14.0,23.0,160.0,22.0,Female,,Designer,AI,Giza,Enterprise,Onsite,Single,1.0,0,Low
21.0,19937.0,13.0,24.0,2.61,37.0,14.0,2.8,43.0,22.0,Female,Bachelor,Manager,AI,Alexandria,,Hybrid,Married,1.0,0,
43.0,4112.0,33.0,28.0,2.07,20.0,2.0,30.0,198.0,25.0,Female,High School,Data Scientist,Operations,Alexandria,Enterprise,Onsite,Married,0.0,0,Medium
44.0,38545.0,16.0,53.0,3.05,30.0,4.0,47.6,91.0,7.0,Female,Bachelor,,AI,Tanta,Startup,Onsite,Single,1.0,0,High
63.0,34740.0,5.0,20.0,3.38,16.0,27.0,39.5,83.0,22.0,Female,High School,Designer,Finance,Alexandria,SME,Remote,Single,0.0,0,High
60.0,26481.0,26.0,59.0,2.67,24.0,0.0,43.2,73.0,,Female,Bachelor,Data Scientist,Finance,Cairo,Enterprise,Hybrid,Single,0.0,0,High
44.0,13025.0,7.0,34.0,,40.0,15.0,12.2,157.0,20.0,Male,Master,HR,IT,Aswan,Enterprise,Hybrid,Single,0.0,0,Medium
59.0,37082.0,32.0,,3.8,32.0,29.0,30.8,115.0,25.0,Male,Bachelor,Designer,Finance,Aswan,Startup,,,1.0,1,Medium
23.0,,34.0,53.0,,11.0,15.0,44.8,123.0,22.0,Male,Master,HR,Operations,Alexandria,Enterprise,Remote,Married,0.0,0,Medium
32.0,14304.0,16.0,54.0,4.51,27.0,15.0,4.4,194.0,17.0,Male,PhD,Engineer,HR,Giza,SME,Onsite,Single,1.0,1,High
47.0,10015.0,25.0,47.0,1.47,,14.0,44.0,,22.0,Male,High School,HR,Marketing,Alexandria,Startup,Onsite,Married,,0,Low
59.0,8710.0,6.0,36.0,3.61,25.0,26.0,4.2,39.0,21.0,Female,PhD,Engineer,Finance,Giza,Startup,Remote,Married,1.0,0,Low
54.0,15588.0,23.0,30.0,1.03,35.0,4.0,49.2,102.0,28.0,Female,PhD,Data Scientist,AI,Mansoura,Enterprise,Onsite,Married,1.0,0,Medium
54.0,,24.0,42.0,3.53,7.0,1.0,5.1,30.0,,Female,High School,Data Scientist,HR,Cairo,SME,Remote,Married,1.0,0,Low
59.0,24904.0,34.0,45.0,2.86,31.0,,19.0,65.0,12.0,Female,Bachelor,Data Scientist,,Mansoura,SME,Hybrid,Married,0.0,0,High
54.0,27256.0,25.0,24.0,2.96,25.0,14.0,3.7,94.0,6.0,Male,Bachelor,HR,AI,,Startup,Hybrid,Married,,0,Low
52.0,28052.0,4.0,,,4.0,8.0,3.8,17.0,11.0,Male,Bachelor,Manager,,Aswan,,Hybrid,,1.0,0,Medium
40.0,18436.0,37.0,25.0,3.97,42.0,,43.4,9.0,22.0,Male,PhD,HR,Operations,Mansoura,Enterprise,Onsite,Single,0.0,0,High
23.0,24815.0,34.0,53.0,3.92,37.0,2.0,4.1,159.0,21.0,Female,Bachelor,Sales,,Mansoura,Enterprise,Hybrid,Single,1.0,1,High
21.0,18196.0,29.0,32.0,1.18,12.0,14.0,39.8,111.0,16.0,Female,Master,Manager,Operations,Giza,,Onsite,Married,1.0,0,Low
35.0,21089.0,24.0,44.0,3.95,18.0,23.0,45.4,71.0,12.0,Female,,Engineer,Finance,Alexandria,Enterprise,Remote,Single,1.0,1,High
26.0,20604.0,23.0,21.0,4.32,5.0,17.0,46.8,170.0,5.0,Male,Master,Engineer,IT,Aswan,SME,Hybrid,Married,0.0,1,Low
46.0,5506.0,29.0,33.0,1.27,44.0,16.0,43.3,45.0,15.0,,PhD,Engineer,IT,Mansoura,SME,Onsite,Married,0.0,0,
30.0,35584.0,,36.0,2.29,5.0,0.0,47.8,154.0,13.0,Female,PhD,Designer,AI,Aswan,Enterprise,Hybrid,Single,,0,Medium
64.0,,2.0,59.0,4.17,,22.0,3.5,92.0,6.0,,PhD,Engineer,Finance,,Startup,Onsite,Married,0.0,0,High
34.0,6090.0,31.0,,2.97,28.0,10.0,49.8,136.0,17.0,Male,PhD,HR,Marketing,Cairo,SME,Hybrid,Married,0.0,0,Medium
62.0,24552.0,7.0,58.0,3.78,17.0,0.0,2.0,10.0,18.0,Female,Master,Engineer,Finance,Giza,SME,Remote,Single,1.0,0,Medium
49.0,32135.0,22.0,44.0,3.01,31.0,5.0,9.2,70.0,26.0,Female,PhD,Designer,HR,Alexandria,SME,Remote,Married,1.0,0,Low
39.0,17691.0,15.0,46.0,4.91,28.0,23.0,5.0,132.0,6.0,Male,Master,Data Scientist,Finance,Mansoura,Enterprise,,Single,1.0,1,High
21.0,36741.0,34.0,43.0,4.74,42.0,28.0,37.5,71.0,6.0,Male,PhD,Sales,Marketing,Aswan,Enterprise,Onsite,,0.0,1,Low
22.0,24661.0,24.0,52.0,2.12,16.0,25.0,5.3,58.0,27.0,Female,,Designer,HR,Mansoura,Startup,Remote,,0.0,0,Low
54.0,9092.0,14.0,46.0,2.54,41.0,11.0,15.3,66.0,26.0,Female,PhD,Manager,Operations,Alexandria,Enterprise,Onsite,Single,1.0,0,High
58.0,38674.0,7.0,,2.73,47.0,19.0,32.3,160.0,,Male,High School,Engineer,Marketing,Cairo,Enterprise,Remote,Single,0.0,0,Medium
30.0,3570.0,33.0,57.0,1.42,,,25.4,82.0,1.0,Male,Master,Sales,Operations,Mansoura,Startup,Remote,Single,0.0,0,Low
51.0,15084.0,24.0,,2.62,31.0,13.0,7.7,46.0,13.0,Male,PhD,Designer,Operations,Mansoura,SME,Onsite,Single,1.0,0,Low
62.0,3307.0,18.0,59.0,4.1,28.0,12.0,26.6,111.0,10.0,Female,Bachelor,Designer,AI,Alexandria,Enterprise,Remote,Married,1.0,1,High
39.0,6742.0,,,,,,17.7,31.0,,Male,Master,Sales,HR,,Enterprise,Onsite,Single,,0,High
40.0,31792.0,11.0,30.0,4.54,41.0,10.0,29.7,168.0,6.0,,High School,Sales,IT,Aswan,Enterprise,Onsite,Single,1.0,1,
20.0,3765.0,14.0,34.0,1.06,2.0,19.0,27.4,,2.0,,Bachelor,Sales,IT,Tanta,SME,Remote,Single,0.0,0,High
59.0,27198.0,,52.0,4.16,3.0,24.0,49.5,138.0,22.0,Female,Master,Manager,Marketing,Tanta,,Hybrid,Single,1.0,1,High
51.0,10735.0,39.0,51.0,3.01,43.0,17.0,43.3,162.0,23.0,Female,Bachelor,Engineer,HR,Tanta,Startup,Remote,,0.0,0,Medium
49.0,19202.0,1.0,44.0,1.82,24.0,20.0,1.2,139.0,7.0,Male,Bachelor,,Operations,Cairo,Startup,Remote,Married,1.0,0,High
,14377.0,39.0,58.0,2.99,21.0,,9.6,,17.0,Female,High School,Designer,AI,,SME,Onsite,Single,1.0,0,Low
38.0,17297.0,22.0,,4.38,41.0,17.0,45.7,125.0,3.0,Male,Master,Designer,HR,Tanta,Startup,Onsite,Single,1.0,1,Low
63.0,11036.0,4.0,48.0,2.74,10.0,16.0,27.4,97.0,24.0,Female,Bachelor,HR,Finance,Giza,Startup,Hybrid,Married,0.0,0,Low
61.0,27369.0,33.0,53.0,4.96,7.0,27.0,38.2,49.0,12.0,Female,PhD,Sales,AI,Tanta,Startup,Onsite,Married,1.0,1,High
38.0,,9.0,27.0,3.47,26.0,24.0,25.7,120.0,15.0,Female,Master,HR,,Mansoura,SME,,Single,0.0,0,Medium
61.0,4663.0,26.0,30.0,,43.0,4.0,39.5,178.0,28.0,Female,Master,,Finance,Aswan,SME,Remote,Married,1.0,0,Low
28.0,15028.0,3.0,32.0,2.18,45.0,5.0,7.5,120.0,,Female,Master,Sales,Finance,Alexandria,Enterprise,Onsite,Single,0.0,0,Low
56.0,22823.0,3.0,,1.04,21.0,21.0,37.2,163.0,20.0,,,Engineer,AI,Mansoura,Startup,Onsite,Single,1.0,0,Medium
21.0,18077.0,7.0,38.0,3.44,2.0,,43.6,29.0,24.0,Female,Bachelor,Data Scientist,HR,Aswan,Startup,Remote,Married,0.0,0,Low
18.0,22631.0,5.0,40.0,3.31,26.0,3.0,14.0,168.0,4.0,Female,Bachelor,HR,Finance,,Startup,Remote,Single,0.0,0,Medium
45.0,4910.0,24.0,,3.07,,0.0,19.0,130.0,,Male,Master,Manager,Operations,,Enterprise,Remote,Single,0.0,0,Low
41.0,36500.0,26.0,45.0,3.15,26.0,14.0,,97.0,29.0,Male,PhD,HR,IT,Mansoura,Startup,Hybrid,Single,1.0,0,Low
52.0,22897.0,39.0,52.0,4.37,6.0,6.0,43.5,176.0,13.0,Male,High School,HR,IT,Tanta,SME,,Married,1.0,1,High
30.0,14134.0,,49.0,2.27,26.0,15.0,45.5,182.0,4.0,Male,Bachelor,Manager,Finance,Alexandria,SME,,Single,0.0,0,High
,29897.0,26.0,41.0,3.2,46.0,5.0,27.2,159.0,13.0,Female,PhD,Designer,HR,Tanta,,Hybrid,Married,1.0,0,
